>OSTLU_14894
3.A.1.205.11 - Evalue: 5.14353E-43	[TI3000980, TI3001052, TI3000983]
2.A.1.1.15 - Evalue: 1.19137E-10	[TI0003025, TO0000314, TI0002611, TI0008711, TO0002743, TI0001757, TI0003019, TI0000306, TO0000448, TO0021149, TO0016352, TO0000306, TI0003014, TO0021148, TO0025981, TI0025981, TO0001421, TO0001422, TI0001627, TI0000417, TI0016592, TO0001307, TI0001629, TO0016592, TI0016352, TI0001186, TO0001629, TO0016443, TI0001187, TI0001066, TI0001068, TO0000212, TI0001184, TI0021148, TO0003014, TI0021149, TI0015390, TO0003019, TO0001757, TI0001056, TI0001055, TI0001057, TI0000642, TI0001171, TI0000082, TO0003025, TO0008711, TO0002611, TO0001524, TI0001605, TI0001607, TO0001407, TO0001607, TI0001562, TI0000232, TI0011888, TI0008991, TO0001171, TO0000190, TO0001055, TO0001056, TO0001057, TI0000588, TO0000642, TI0000589, TI0000105, TI0000229, TI0000108, TI0001792, TI0000100, TI0000224, TO0000185, TO0001184, TO0001186, TO0001187, TO0001066, TO0001068, TO0020927, TI0001307, TI0020927, TO0001627, TO0000417, TI0001421, TI0000212, TI0001422, TI0016443, TO0002241, TO0001031, TO0001395, TO0002127, TO0017172, TI0000448, TI0002743, TO0000082, TO0011888, TO0001164, TO0000750, TI0001524, TO0000751, TI0000314, TI0001407, TO0019001, TO0001605, TI0000154, TI0000396, TI0001242, TI0000397, TI0000276, TI0001486, TI0000157, TO0000157, TO0000397, TO0000276, TO0000396, TO0000154, TO0000392, TI0000392, TO0001490, TI0000709, TO0005176, TO0011854, TO0011734, TO0001257, TI0000027, TI0001239, TO0000724, TI0000261, TO0022637, TI0011734, TO0000027, TI0011854, TI0005155, TO0000261, TO0001383, TO0011742, TI0000258, TI0000259, TI0000138, TI0000492, TI0005269, TI0003882, TI0003883, TI0005267, TI0003880, TI0003881, TI0005266, TI0003887, TI0003884, TI0011742, TO0000179, TI0003885, TI0005263, TO0011826, TO0011714, TO0005155, TI0022637, TI0001458, TI0000368, TI0017172, TO0001239, TO0000709, TI0000366, TI0001698, TI0003193, TO0001242, TO0001486, TO0000832, TI0019001, TI0001164, TI0000750, TI0000751, TO0000232, TI0000190, TO0003193, TI0023469, TO0001698, TO0001458, TI0001395, TI0001031, TI0002241, TO0000108, TI0000185, TO0000229, TO0000105, TI0002127, TO0000224, TO0000100, TO0005263, TO0005266, TO0005267, TO0003881, TO0000492, TO0003880, TI0014652, TO0003883, TO0003882, TO0003885, TO0003884, TO0005269, TO0003887, TO0014652, TI0011826, TI0001383, TO0000259, TO0000138, TO0000258, TI0000179, TO0001792, TO0000588, TO0015390, TO0000589, TI0000724, TI0011714, TO0000368, TO0023469, TI0001257, TO0000366, TI0001490, TI0005176, TO0008991, TO0001562, TI0000832]
2.A.1.82.1 - Evalue: 1.80483E-104	[TO0000058]
2.A.1.19.20 - Evalue: 1.2434E-10	[TI0000454, TO0000454]
2.A.1.19.43 - Evalue: 2.57523E-19	[TO0023944, TO0023943, TO0000740]
2.A.1.19.11 - Evalue: 6.15603E-14	[TI0008438, TI0003387, TI0000075, TI0003166, TI0000099, TI0000012, TI0000552, TI0001048, TI0000532, TI0009225, TI0001281, TI0004099, TI0000150, TI0000247, TI0001414, TI0011574, TI0000009, TI0017155, TI0000966, TI0000209, TI0003396, TI0000242, TI0000001, TI0000421, TI0000300, TI0000268, TI0000048, TI0000081, TI0001622, TI0000534, TI0011684, TI0000239]
2.A.1.19.12 - Evalue: 5.33258E-24	[TO0000266]
2.A.1.19.17 - Evalue: 5.15737E-23	[TO0000218, TO0001022, TO0000159, TO0000300, TO0000221]
2.A.1.9.4 - Evalue: 1.68058E-9	[TO0000009]
2.A.1.9.2 - Evalue: 2.07009E-12	[TO0000009]
2.A.1.9.1 - Evalue: 3.81108E-10	[TO0000009, TO0003387, TO0001048, TO0000030]
2.A.1.1.107 - Evalue: 1.15543E-6	[TR0005155, TR0001031, TR0003193, TR0000082, TR0001490, TR0001055, TR0002127, TR0025981, TR0000027, TR0000588, TR0001792, TR0000642, TR0003014, TR0000108, TR0000724, TR0000306, TR0000589, TR0022637, TR0014652, TR0000709, TR0000190, TR0005266, TR0003880, TR0001184, TR0000396, TR0003887, TR0001186, TR0001164, TR0003881, TR0003882, TR0000751, TR0000212, TR0003883, TR0001562, TR0003884, TR0000750, TR0001421, TR0001627, TR0001607, TR0000314, TR0000138, TR0020927, TR0019001]
2.A.1.1.111 - Evalue: 3.18519E-7	[TO0000190, TO0000027, TO0019001]
2.A.1.1.24 - Evalue: 5.55296E-7	[TO0001607, TO0000138, TO0000212, TO0000396, TO0003193, TO0001490, TO0001031, TO0000190, TO0005155, TO0003014, TO0001792, TO0001055, TO0002127, TO0000642, TO0000589, TO0000724, TO0000108, TO0022637, TO0000027, TO0000709, TO0025981, TO0000082, TO0005266, TO0001184, TO0003881, TO0001186, TO0003880, TO0001164, TO0003883, TO0001562, TO0003882, TO0003884, TO0001421, TO0000750, TO0000751, TO0003887, TO0020927, TO0014652, TO0019001, TO0001627]
2.A.1.19.31 - Evalue: 2.33726E-29	[TO0000300]
2.A.1.9.12 - Evalue: 2.58616E-15	[TO0000009]
2.A.1.19.8 - Evalue: 4.81189E-7	[TO0023944, TO0023943, TI0023943, TI0023944, TI0000740, TO0000740]
2.A.1.9.11 - Evalue: 1.5748E-10	[TO0000009]
2.A.1.19.49 - Evalue: 3.17964E-14	[TO0000190, TO0000027, TO0019001]
2.A.1.9.10 - Evalue: 1.44394E-8	[TO0000009]
2.A.1.1.116 - Evalue: 2.83664E-12	[TI0000185, TO0001629, TI0000154, TO0000224, TI0001698, TI0000224, TO0001698, TO0000154, TO0000185, TI0001629]
2.A.1.19.1 - Evalue: 1.19692E-18	[TO0019973, TO0019974, TO0000317, TO0008042, TO0009132, TO0009133, TO0009134, TO0008046, TO0009131, TO0003032, TO0008841, TO0001096, TO0008840, TO0012548, TO0012427, TO0000680, TO0009136, TO0004246, TO0009379, TO0004245, TO0009137, TO0008845, TO0009138, TO0009139, TO0004247, TO0008849, TO0001896, TO0000687, TO0011451, TO0011330, TO0002869, TO0000305, TO0000304, TO0016479, TO0009143, TO0009141, TO0002197, TO0004255, TO0008850, TO0009147, TO0004257, TO0009148, TO0005107, TO0000577, TO0001303, TO0007527, TO0004815, TO0016470, TO0004817, TO0001628, TO0000419, TO0000218, TO0000215, TO0017537, TO0000330, TO0009476, TO0004220, TO0004461, TO0001198, TO0004344, TO0008823, TO0001631, TO0001995, TO0004227, TO0008826, TO0000667, TO0000328, TO0000201, TO0009122, TO0009123, TO0009124, TO0009480, TO0011319, TO0009483, TO0011328, TO0004230, TO0001085, TO0004233, TO0011326, TO0009924, TO0008157, TO0008835, TO0011324, TO0011325, TO0011322, TO0011323, TO0000674, TO0003029, TO0001401, TO0011321, TO0000679, TO0002737, TO0002738, TO0016547, TO0005095, TO0004563, TO0004201, TO0008806, TO0008809, TO0008807, TO0019941, TO0019942, TO0019943, TO0024298, TO0009465, TO0008131, TO0004210, TO0011668, TO0000895, TO0008816, TO0024849, TO0020106, TO0020107, TO0001271, TO0001151, TO0012844, TO0001156, TO0001036, TO0004426, TO0000621, TO0012286, TO0024834, TO0017985, TO0021201, TO0017984, TO0017987, TO0017986, TO0017989, TO0005082, TO0017988, TO0000087, TO0011405, TO0011402, TO0003224, TO0000631, TO0003226, TO0006977, TO0013387, TO0020108, TO0011170, TO0017710, TO0004082, TO0017958, TO0004084, TO0008563, TO0000393, TO0005052, TO0008560, TO0004087, TO0004882, TO0004089, TO0001132, TO0011974, TO0001375, TO0001255, TO0001256, TO0011177, TO0011297, TO0019465, TO0019900, TO0019901, TO0004091, TO0000266, TO0004090, TO0019902, TO0009300, TO0000263, TO0000384, TO0004092, TO0004095, TO0001388, TO0001025, TO0005627, TO0019464, TO0000615, TO0000936, TO0000059, TO0008783, TO0004183, TO0008782, TO0008780, TO0008787, TO0008786, TO0005036, TO0004065, TO0017809, TO0001350, TO0008785, TO0004189, TO0004067, TO0008784, TO0011951, TO0008789, TO0012368, TO0008788, TO0017940, TO0017700, TO0019206, TO0008790, TO0017705, TO0004070, TO0004194, TO0017707, TO0017706, TO0008793, TO0008792, TO0017709, TO0017708, TO0008791, TO0008796, TO0008795, TO0004199, TO0009765, TO0014556, TO0004878, TO0019562, TO0019896, TO0019897, TO0009171, TO0019898, TO0009176, TO0008085, TO0009177, TO0009178, TO0009850, TO0009179, TO0010719, TO0008881, TO0009173, TO0009174, TO0020083, TO0009175, TO0009855, TO0008764, TO0008884, TO0006227, TO0003872, TO0009851, TO0010049, TO0009852, TO0011930, TO0004960, TO0009853, TO0001332, TO0009854, TO0001214, TO0003515, TO0001337, TO0019893, TO0017486, TO0017485, TO0009180, TO0009181, TO0017488, TO0009182, TO0017487, TO0000104, TO0017489, TO0000345, TO0020097, TO0009188, TO0009189, TO0017804, TO0000220, TO0020098, TO0020099, TO0017803, TO0017806, TO0009183, TO0008893, TO0009184, TO0017805, TO0017808, TO0004173, TO0017928, TO0017807, TO0011944, TO0011945, TO0008894, TO0004298, TO0000493, TO0004056, TO0001343, TO0002555, TO0001104, TO0003523, TO0002679, TO0017484, TO0004818, TO0009391, TO0000016, TO0024302, TO0021031, TO0009154, TO0009155, TO0000133, TO0021154, TO0003292, TO0004020, TO0003173, TO0021030, TO0003296, TO0004263, TO0004142, TO0004144, TO0001791, TO0004147, TO0001430, TO0011358, TO0004028, TO0003973, TO0001310, TO0003972, TO0003975, TO0003974, TO0001313, TO0003977, TO0003976, TO0011352, TO0003979, TO0004826, TO0012560, TO0016480, TO0001316, TO0003978, TO0000125, TO0000365, TO0009166, TO0008078, TO0009284, TO0002094, TO0013429, TO0003185, TO0003980, TO0004034, TO0011368, TO0004037, TO0009169, TO0001320, TO0003981, TO0001684, TO0004038, TO0011367, TO0002655, TO0011362, TO0000478, TO0011363]
2.A.1.19.6 - Evalue: 2.88548E-21	[TO0008168, TO0002357]
2.A.1.19.4 - Evalue: 1.84841E-24	[TO0019610, TO0025618, TO0025616, TO0019059, TO0021376, TO0021377, TO0009255, TO0014969, TO0014968, TO0004486, TO0001098, TO0014967, TO0003035, TO0003038, TO0001652, TO0003037, TO0003039, TO0000566, TO0001897, TO0000301, TO0003040, TO0002073, TO0003164, TO0011227, TO0011228, TO0003047, TO0009389, TO0000571, TO0014976, TO0011226, TO0001663, TO0002877, TO0001668, TO0002878, TO0001306, TO0002719, TO0000216, TO0017773, TO0017776, TO0017413, TO0021113, TO0017412, TO0017775, TO0021114, TO0017417, TO0017416, TO0003250, TO0005794, TO0005795, TO0002285, TO0002286, TO0004468, TO0000420, TO0002840, TO0003136, TO0003139, TO0000546, TO0017420, TO0017421, TO0000325, TO0017668, TO0024076, TO0003263, TO0003262, TO0008159, TO0014716, TO0003265, TO0003268, TO0001883, TO0001884, TO0002733, TO0002939, TO0001291, TO0001170, TO0002262, TO0001295, TO0003234, TO0003236, TO0000761, TO0003235, TO0004203, TO0003238, TO0003237, TO0003239, TO0000526, TO0017400, TO0017763, TO0000409, TO0017402, TO0017404, TO0017405, TO0017408, TO0017409, TO0002392, TO0000180, TO0003243, TO0004694, TO0003244, TO0001188, TO0002398, TO0003246, TO0001740, TO0001983, TO0011661, TO0000652, TO0017178, TO0008347, TO0007933, TO0003213, TO0011197, TO0011198, TO0005515, TO0011195, TO0001712, TO0011196, TO0000866, TO0003221, TO0003223, TO0003222, TO0001166, TO0002256, TO0008359, TO0002257, TO0010793, TO0000511, TO0003229, TO0000996, TO0000877, TO0012296, TO0007708, TO0011291, TO0001806, TO0017833, TO0000036, TO0017835, TO0017836, TO0005177, TO0005732, TO0002348, TO0002469, TO0004409, TO0017168, TO0000386, TO0011979, TO0011987, TO0002475, TO0003209, TO0002912, TO0001824, TO0001825, TO0000857, TO0016286, TO0016288, TO0008302, TO0001234, TO0014544, TO0012123, TO0012000, TO0002447, TO0001237, TO0016281, TO0016282, TO0005719, TO0016283, TO0000702, TO0016284, TO0016285, TO0016297, TO0000949, TO0017826, TO0000041, TO0000160, TO0003781, TO0005842, TO0001243, TO0005840, TO0005841, TO0005725, TO0000830, TO0014552, TO0005727, TO0000955, TO0023239, TO0023236, TO0000237, TO0023237, TO0011805, TO0014529, TO0005495, TO0014528, TO0001450, TO0014527, TO0014526, TO0014525, TO0001694, TO0002542, TO0014524, TO0014644, TO0014523, TO0014522, TO0001334, TO0014521, TO0014520, TO0004848, TO0020878, TO0000106, TO0020893, TO0010606, TO0021183, TO0014539, TO0005385, TO0001460, TO0014538, TO0002430, TO0014537, TO0014536, TO0001342, TO0014535, TO0010299, TO0014534, TO0002312, TO0014533, TO0002677, TO0014532, TO0002435, TO0014531, TO0014530, TO0001228, TO0004739, TO0000130, TO0012448, TO0003058, TO0000463, TO0004945, TO0002403, TO0012320, TO0002405, TO0001318, TO0004827, TO0000904, TO0000369, TO0020871, TO0000362, TO0003061, TO0003060, TO0014519, TO0014518, TO0014517, TO0014514, TO0000474, TO0014513, TO0005803, TO0020868, TO0005804]

>OSTLU_40699
3.D.1.6.4 - Evalue: 9.67898E-19	[TI6900028]
3.D.1.6.3 - Evalue: 7.94017E-15	[TR6900001, TI6900028]

>OSTLU_2927
2.A.1.14.29 - Evalue: 1.74336E-39	[TI1900003]
2.A.1.14.27 - Evalue: 2.76466E-34	[TI1000300, TI1100009, TI1100300, TI1000009]
2.A.1.14.28 - Evalue: 8.79559E-25	[TO1100300, TO1100009, TO1000009, TO1000300]
2.A.1.14.25 - Evalue: 2.83808E-28	[TO1001384, TO1101384]
2.A.1.14.26 - Evalue: 6.74685E-55	[TO1000023, TO1000186, TO1100023, TO1100186]
2.A.1.14.23 - Evalue: 4.3266E-51	[TO1000023, TO1000186, TO1100023, TO1100186]
2.A.1.14.24 - Evalue: 8.68634E-46	[TO1100009, TO1000009]
2.A.1.14.21 - Evalue: 9.13023E-51	[TO1100038, TO1100008, TO1000008, TO1100002, TO1000038, TO1000002]
2.A.1.14.22 - Evalue: 5.24694E-114	[TO1100009, TO1000009]
2.A.1.14.42 - Evalue: 1.03855E-47	[TO1000023, TO1000186, TO1100023, TO1100186]
2.A.1.14.40 - Evalue: 1.45236E-22	[TO1000571, TO1100571]
2.A.1.8.11 - Evalue: 8.28452E-7	[TO1000075, TI1100209, TI1000075, TO1000209, TI1000209, TO1100075, TI1100075, TO1100209]
2.A.1.14.16 - Evalue: 1.1598E-51	[TO1000023, TO1000186, TO1100023, TO1100186]
2.A.1.14.14 - Evalue: 2.70195E-21	[TO1100652, TO1100223, TO1000652, TO1000223]
2.A.1.14.2 - Evalue: 1.88983E-15	[TO1000164, TO1105262, TO1100280, TO1000280, TO1005262, TO1005264, TO1105264, TO1100164]
2.A.1.14.15 - Evalue: 1.2018E-37	[TO1101104, TO1104739, TO1008131, TO1011668, TO1117809, TO1101343, TO1109189, TO1109188, TO1112368, TO1109184, TO1109183, TO1109182, TO1109181, TO1009465, TO1109180, TO1120099, TO1120098, TO1120097, TO1005095, TO1101350, TO1100384, TO1117805, TO1117806, TO1117807, TO1117928, TO1117808, TO1117803, TO1117804, TO1009480, TO1009122, TO1120083, TO1009123, TO1009483, TO1103981, TO1011325, TO1011326, TO1011328, TO1011321, TO1101684, TO1011322, TO1101320, TO1011323, TO1109169, TO1103980, TO1011324, TO1108078, TO1109166, TO1110049, TO1011319, TO1109284, TO1008157, TO1000679, TO1000317, TO1009124, TO1000674, TO1101337, TO1101214, TO1024849, TO1104960, TO1103872, TO1101332, TO1109179, TO1111367, TO1109178, TO1109177, TO1111368, TO1109176, TO1109175, TO1113429, TO1108085, TO1109174, TO1109173, TO1109171, TO1009476, TO1111363, TO1001995, TO1111362, TO1004090, TO1004091, TO1004092, TO1105627, TO1004095, TO1101388, TO1101025, TO1009300, TO1020106, TO1112286, TO1020107, TO1020108, TO1008560, TO1004082, TO1104426, TO1005052, TO1004084, TO1011974, TO1101151, TO1101271, TO1101036, TO1119902, TO1008563, TO1004087, TO1119901, TO1004089, TO1119900, TO1005082, TO1111170, TO1104878, TO1011402, TO1011405, TO1117958, TO1117710, TO1111297, TO1104409, TO1000615, TO1101256, TO1101255, TO1101375, TO1101132, TO1104882, TO1117706, TO1117707, TO1117708, TO1117709, TO1114556, TO1117705, TO1117940, TO1117700, TO1000621, TO1017489, TO1017488, TO1017487, TO1017486, TO1017485, TO1017484, TO1004173, TO1011944, TO1109465, TO1108131, TO1008894, TO1008893, TO1004056, TO1004298, TO1101995, TO1008881, TO1011930, TO1019893, TO1019896, TO1019897, TO1019898, TO1109476, TO1111668, TO1124849, TO1008764, TO1008884, TO1004070, TO1008791, TO1008790, TO1008793, TO1004194, TO1008792, TO1019206, TO1019562, TO1105082, TO1008795, TO1009765, TO1004199, TO1008796, TO1008780, TO1004183, TO1008782, TO1011951, TO1105095, TO1111402, TO1011945, TO1111405, TO1120108, TO1008784, TO1004065, TO1008783, TO1008786, TO1004067, TO1008785, TO1005036, TO1008788, TO1004189, TO1008787, TO1008789, TO1101303, TO1121154, TO1104815, TO1121031, TO1104817, TO1121030, TO1109148, TO1109147, TO1007527, TO1005107, TO1111358, TO1109143, TO1109141, TO1008850, TO1112560, TO1004255, TO1111352, TO1004257, TO1103978, TO1104826, TO1103979, TO1104827, TO1101313, TO1103974, TO1103975, TO1103976, TO1103977, TO1101316, TO1101791, TO1103972, TO1019973, TO1103973, TO1019974, TO1101310, TO1109155, TO1008849, TO1109154, TO1001096, TO1003032, TO1109391, TO1008841, TO1008840, TO1004486, TO1104818, TO1004245, TO1004246, TO1008845, TO1004247, TO1100674, TO1100317, TO1100679, TO1002094, TO1108157, TO1109124, TO1109123, TO1109122, TO1109483, TO1112548, TO1112427, TO1109480, TO1004034, TO1111330, TO1004037, TO1004038, TO1100687, TO1102869, TO1101896, TO1100328, TO1100680, TO1003292, TO1111319, TO1109139, TO1109138, TO1109379, TO1109137, TO1109136, TO1004028, TO1111323, TO1111322, TO1109134, TO1108046, TO1109133, TO1111325, TO1109132, TO1111324, TO1109131, TO1108042, TO1003296, TO1111326, TO1111328, TO1003173, TO1004020, TO1004142, TO1004263, TO1004144, TO1111321, TO1004147, TO1019941, TO1019942, TO1104298, TO1019943, TO1104056, TO1108894, TO1108893, TO1104173, TO1008816, TO1111951, TO1004694, TO1004210, TO1117484, TO1108788, TO1108789, TO1104065, TO1108786, TO1108787, TO1105036, TO1108784, TO1016547, TO1104067, TO1108785, TO1104189, TO1108782, TO1104183, TO1108783, TO1108780, TO1008807, TO1008806, TO1008809, TO1111945, TO1111944, TO1117489, TO1004563, TO1117485, TO1004201, TO1117486, TO1117487, TO1004203, TO1117488, TO1119893, TO1104037, TO1104038, TO1104034, TO1008835, TO1111930, TO1009924, TO1001085, TO1102094, TO1004230, TO1119898, TO1004233, TO1003029, TO1119897, TO1119896, TO1108764, TO1017537, TO1108884, TO1108881, TO1004468, TO1004227, TO1001198, TO1008826, TO1004461, TO1004220, TO1004344, TO1008823, TO1019901, TO1019902, TO1100615, TO1120107, TO1120106, TO1019900, TO1109300, TO1104095, TO1005627, TO1104090, TO1104091, TO1104092, TO1001388, TO1001025, TO1100621, TO1017710, TO1011297, TO1011170, TO1017958, TO1001375, TO1001255, TO1001132, TO1017709, TO1004409, TO1004882, TO1001256, TO1017986, TO1017985, TO1017984, TO1013387, TO1017989, TO1109765, TO1104199, TO1017988, TO1108795, TO1108796, TO1017987, TO1001166, TO1108793, TO1006977, TO1104194, TO1111974, TO1108791, TO1108792, TO1108790, TO1104070, TO1012286, TO1119562, TO1104087, TO1104089, TO1105052, TO1108563, TO1104084, TO1108560, TO1004426, TO1001151, TO1104082, TO1001271, TO1119206, TO1001036, TO1009184, TO1009182, TO1009183, TO1009188, TO1108816, TO1009189, TO1017928, TO1017807, TO1017806, TO1017805, TO1017804, TO1009180, TO1017803, TO1009181, TO1104694, TO1104210, TO1001343, TO1117537, TO1004739, TO1001104, TO1009173, TO1009174, TO1009171, TO1008085, TO1009177, TO1104227, TO1009178, TO1009175, TO1009176, TO1108826, TO1010049, TO1104344, TO1108823, TO1104468, TO1104461, TO1104220, TO1101198, TO1003872, TO1001332, TO1119943, TO1119942, TO1009179, TO1001337, TO1001214, TO1004960, TO1119941, TO1017700, TO1017940, TO1106977, TO1017708, TO1017707, TO1017706, TO1017705, TO1101166, TO1014556, TO1020083, TO1004878, TO1116547, TO1108809, TO1108807, TO1108806, TO1104201, TO1104203, TO1104563, TO1012368, TO1000384, TO1020097, TO1117988, TO1020098, TO1001350, TO1117989, TO1017809, TO1017808, TO1117984, TO1117985, TO1020099, TO1117986, TO1117987, TO1113387, TO1009141, TO1105107, TO1107527, TO1009143, TO1104257, TO1108850, TO1104255, TO1021154, TO1004815, TO1021030, TO1021031, TO1009148, TO1009147, TO1001303, TO1011330, TO1009133, TO1009134, TO1008042, TO1009131, TO1009132, TO1104147, TO1012427, TO1012548, TO1104028, TO1104142, TO1104263, TO1103296, TO1104144, TO1103292, TO1000680, TO1103173, TO1104020, TO1009137, TO1002869, TO1009379, TO1009138, TO1000328, TO1008046, TO1009136, TO1001896, TO1000687, TO1009139, TO1009284, TO1011362, TO1011363, TO1009166, TO1103029, TO1008078, TO1109924, TO1108835, TO1101085, TO1013429, TO1104230, TO1011367, TO1011368, TO1104233, TO1001320, TO1001684, TO1003981, TO1003980, TO1009169, TO1119974, TO1119973, TO1012560, TO1009391, TO1011352, TO1009155, TO1108849, TO1009154, TO1104245, TO1108845, TO1004817, TO1011358, TO1004818, TO1104246, TO1101096, TO1104247, TO1108841, TO1103032, TO1108840, TO1104486, TO1003972, TO1001310, TO1001791, TO1004826, TO1004827, TO1003979, TO1003978, TO1001316, TO1003977, TO1003976, TO1001313, TO1003975, TO1003974, TO1003973]
2.A.1.14.1 - Evalue: 2.53889E-28	[TO1000571, TO1100571]
2.A.1.14.34 - Evalue: 1.36454E-57	[TI1100009, TI1000009]
2.A.1.14.13 - Evalue: 2.76994E-50	[TI1000023, TI1000186, TI1100009, TI1100186, TI1900000, TI1000009, TI1900001, TI1100023]
2.A.1.14.10 - Evalue: 8.50866E-65	[TO1000232, TO1121149, TO1121148, TO1100232, TO1021148, TO1021149]
2.A.1.14.32 - Evalue: 2.0089E-52	[TO1000023, TO1000186, TO1100023, TO1100186]
2.A.1.14.33 - Evalue: 8.7522E-19	[TO1100653, TO1014659, TO1000653]
2.A.1.14.30 - Evalue: 3.7986E-51	[TI1000023, TI1000186, TI1100009, TI1100186, TI1000009, TI1100023]
2.A.1.14.31 - Evalue: 7.62484E-52	[TI1000023, TI1000186, TI1100009, TI1100186, TI1000009, TI1100023]
2.A.1.14.8 - Evalue: 1.4555E-7	[TO1101129, TO1001129]
2.A.1.14.7 - Evalue: 8.66986E-29	[TO1900245, TO1100653, TO1000653]
2.A.1.14.6 - Evalue: 3.89916E-36	[TI1000596, TI1101006, TI1100596, TI1001006]

>OSTLU_27256
3.A.1.18.3 - Evalue: 1.84329E-13	[TO3000160, TO3000806, TO3000304, TI3000017]
3.A.1.2.1 - Evalue: 2.50416E-10	[TO3000306]
3.A.1.2.2 - Evalue: 3.93109E-14	[TO3000291, TO3000184, TO3000223, TO3000187]
3.A.1.18.2 - Evalue: 1.34982E-7	[TO3000806, TI3000017]
3.A.1.2.4 - Evalue: 7.53896E-7	[TO3000176, TO3000216]
3.A.1.5.11 - Evalue: 1.69192E-8	[TO3000758]
3.A.1.2.20 - Evalue: 6.65001E-9	[TO3000160, TO3000162, TO3000304, TO3000216]
3.A.1.2.15 - Evalue: 1.41719E-8	[TO3000270, TO3000160, TO3000304]
3.A.1.32.1 - Evalue: 7.68974E-20	[TO3001150, TO3001151, TO3001147, TO3001146, TO3001145, TO3001149, TO3001148]
3.A.1.2.17 - Evalue: 1.19665E-12	[TO3001084, TO3001083, TO3001061, TO3001082, TO3001060, TO3001081, TO3001066, TO3001065, TO3001064, TO3001063, TO3001069, TO3001068, TO3001080, TO3001073, TO3001072, TO3001071, TO3001055, TO3001077, TO3001076, TO3001075, TO3001074, TO3001058, TO3001079, TO3001057, TO3001078, TO3001056]
3.A.1.2.16 - Evalue: 7.52924E-8	[TO3000156]
3.A.1.2.11 - Evalue: 8.92785E-10	[TO3000156]
3.A.1.5.24 - Evalue: 1.09178E-10	[TO3001681, TO3001763, TI3000224, TI3000267, TO3001761, TI3000223, TI3000189, TO3001800, TO3001765, TI3000227, TO3001639, TO3000701, TI3000199, TI3000197, TI3000191, TI3000190, TO3001790, TI3000258, TO3001796, TI3000257, TO3001755, TO3001799, TI3000216, TO3001754, TI3000259, TI3000215, TO3001753, TI3000261, TI3000184, TO3001749, TO3001748, TI3000182, TO3001703, TO3001824, TI3000181, TO3001746, TI3000265, TI3000185, TI3000262, TI3000208, TO3001741, TO3001740, TI3000168, TI3000201, TI3000244, TO3001745, TI3000207, TI3000206, TO3001821, TI3000249, TO3001787, TI3000248, TO3001786, TI3000204, TO3001736, TI3000171, TO3001779, TO3001812, TO3001819, TI3000177, TO3001818, TI3000176, TI3000175, TI3000251, TO3001770, TO3001691, TO3001570, TI3000159, TI3000236, TO3001771, TI3000233, TO3001778, TO3001733, TO3001535, TI3000239, TO3001810, TI3000238, TI3000237, TO3001804, TO3001727, TI3000162, TO3001803, TO3001802, TO3001768, TO3001801, TO3001724, TI3000243, TI3000242, TI3000164, TO3001729, TO3001806, TI3000241, TO3001728, TO3001805, TI3000163, TI3000240]
3.A.1.2.13 - Evalue: 2.45174E-8	[TO3000160, TO3000702, TO3000304]
3.A.1.18.1 - Evalue: 1.23822E-17	[TO3000806]
3.A.1.2.18 - Evalue: 1.14912E-14	[TO3000160, TO3000216, TO3000304]
3.A.1.32.3 - Evalue: 9.26573E-23	[TI3000151, TO3001150, TO3001151, TO3001147, TO3001146, TO3001145, TO3001149, TO3001148]
3.A.1.120.5 - Evalue: 5.13177E-18	[TI3000465]
3.A.1.26.5 - Evalue: 1.62046E-21	[TO3000810]
3.A.1.5.23 - Evalue: 6.46656E-9	[TO3002269]
3.A.1.5.21 - Evalue: 2.31846E-12	[TO3001095, TO3001051, TO3001050, TO3001094, TO3001093, TO3001092, TO3001054, TO3001098, TO3001087, TO3001053, TO3001086, TO3001097, TO3000382, TO3001052, TO3001096, TO3000333, TO3000385, TO3000155, TO3000768, TO3001091]
3.A.1.2.25 - Evalue: 1.70487E-6	[TO3000270, TO3000273, TO3000274, TO3000156, TO3000157, TO3000276, TO3000315, TO3000312, TO3000159, TO3000307, TO3000308, TO3000306, TO3000309, TO3000262, TO3000263, TO3000261, TO3000266, TO3000267, TO3000300, TO3000304, TO3000301, TO3000302, TO3000269, TO3000251, TO3000253, TO3000257, TO3000240, TO3000241, TO3000245, TO3000248, TO3000249, TO3000247, TO3000239, TO3000190, TO3000191, TO3000197, TO3000195, TO3000233, TO3000234, TO3000231, TO3000198, TO3000199, TO3000232, TO3000237, TO3000236, TO3000229, TO3000182, TO3000180, TO3000184, TO3000222, TO3000223, TO3000187, TO3000220, TO3000188, TO3000221, TO3000219, TO3000217, TO3000218, TO3000291, TO3000170, TO3000171, TO3000292, TO3000290, TO3000174, TO3000175, TO3000172, TO3000052, TO3000294, TO3000178, TO3000299, TO3000212, TO3000297, TO3000176, TO3000330, TO3000210, TO3000215, TO3000216, TO3000213, TO3000329, TO3000208, TO3000206, TO3000327, TO3000328, TO3000281, TO3000160, TO3000284, TO3000163, TO3000285, TO3000164, TO3000282, TO3000161, TO3000283, TO3000162, TO3000167, TO3000289, TO3000168, TO3000165, TO3000320, TO3000287, TO3000166, TO3000325, TO3000204, TO3000205, TO3000326, TO3000202, TO3000323, TO3000169, TO3000324, TO3000318, TO3000319, TO3000316]
