reference	rast_only	refseq_only	transyt_only	rast_and_refseq	rast_and_transyt	refseq_and_transyt	all_combined	lineage
GCF_000025505.1	0	62	11	102	2	1	23	Archaea, Euryarchaeota, Archaeoglobi, Archaeoglobales, Archaeoglobaceae, Ferroglobus, Ferroglobus placidus DSM 10642
GCF_000009925.1	0	0	17	0	95	0	0	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, Bacteroides fragilis YCH46
GCF_000344785.1	0	33	7	172	6	10	108	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, Corynebacterium callunae DSM 20147
GCF_000494755.1	0	145	13	517	7	20	149	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Actinoplanes, Actinoplanes friuliensis DSM 7358
GCF_000196735.1	0	36	26	208	9	20	206	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus subtilis group, Bacillus amyloliquefaciens group, Bacillus amyloliquefaciens DSM 7 = ATCC 23350
GCF_001011035.1	0	96	15	426	10	27	169	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces sp. CNQ-509
GCF_000478905.1	0	5	4	30	5	7	38	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Candidatus Pantoea carbekii
GCF_001281045.1	0	37	2	53	2	3	15	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Entomoplasmatales, Spiroplasmataceae, Spiroplasma cantharicola
GCF_001465295.1	0	65	26	253	8	11	110	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas translucida KMM 520
GCF_000347695.1	0	19	5	113	4	2	49	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium thermophilum RBL67
GCF_000328765.2	0	49	5	219	5	8	65	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacteraceae, Tepidanaerobacter, Tepidanaerobacter acetatoxydans Re1
GCF_000198515.1	0	86	27	165	7	11	76	Bacteria, Proteobacteria, Gammaproteobacteria, gamma proteobacterium HdN1
GCF_900116045.1	0	74	22	173	7	5	76	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio piger
GCF_000092905.1	0	45	15	173	2	4	86	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Alicyclobacillaceae, Kyrpidia, Kyrpidia tusciae DSM 2912
GCF_000013405.1	0	35	10	146	4	3	48	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Syntrophobacterales, Syntrophaceae, Syntrophus, Syntrophus aciditrophicus SB
GCF_000007725.1	0	5	2	21	3	2	7	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Buchnera, Buchnera aphidicola, Buchnera aphidicola str. Bp (Baizongia pistaciae)
GCF_000959725.1	0	175	19	655	17	22	386	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia gladioli
GCF_000016545.1	0	36	3	162	4	3	55	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family III. Incertae Sedis, Caldicellulosiruptor, Caldicellulosiruptor saccharolyticus DSM 8903
GCF_000801275.2	0	139	30	578	16	18	242	Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio nigripulchritudo
GCF_001042595.1	0	36	9	216	5	3	71	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium dentium JCM 1195 = DSM 20436
GCF_001456315.1	0	30	11	103	2	6	50	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xylella fastidiosa
GCF_001655245.1	0	107	22	378	7	13	136	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycolicibacterium, Mycolicibacterium vaccae 95051
GCF_000190435.1	0	81	5	374	8	4	75	Bacteria, Spirochaetes, Spirochaetia, Spirochaetales, Spirochaetaceae, Sphaerochaeta, Sphaerochaeta globosa str. Buddy
GCF_000012225.1	0	1	1	37	0	1	11	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Candidatus Phytoplasma, Candidatus Phytoplasma asteris, Aster yellows witches'-broom phytoplasma AYWB
GCF_000165485.1	0	134	30	302	8	10	125	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Myxococcales, Cystobacterineae, Archangiaceae, Stigmatella, Stigmatella aurantiaca DW4/3-1
GCF_001941825.1	0	156	25	502	13	16	203	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia putida
GCF_000164985.3	0	80	11	368	8	10	203	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus, Paenibacillus polymyxa SC2
GCF_000147875.1	0	65	6	167	1	6	46	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales, Methanomicrobiaceae, Methanolacinia, Methanolacinia petrolearia DSM 11571
GCF_001908775.1	0	91	14	267	9	13	126	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas gardneri
GCF_000166055.1	0	84	15	198	6	6	80	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodomicrobium, Rhodomicrobium vannielii ATCC 17100
GCF_000026125.1	0	71	21	235	9	8	115	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Herminiimonas arsenicoxydans
GCF_000307165.1	0	39	7	127	5	4	81	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Amphibacillus, Amphibacillus xylanus NBRC 15112
GCF_000219585.1	0	53	17	151	10	8	63	Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosomonas, Nitrosomonas sp. Is79A3
GCF_000237145.1	0	110	17	370	8	12	132	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Actinoplanes, Actinoplanes sp. SE50/110
GCF_001641285.1	0	93	25	251	4	7	101	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, Dyella thiooxydans
GCF_001562115.1	0	82	21	284	6	13	110	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Alteromonas stellipolaris
GCF_000224105.1	0	6	3	43	5	1	10	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Mycoplasma putrefaciens KS1
GCF_000299095.1	0	31	7	104	2	2	38	Bacteria, Proteobacteria, Alphaproteobacteria, Pelagibacterales, Pelagibacteraceae, alpha proteobacterium HIMB5
GCF_000147335.1	0	74	14	238	6	4	117	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Oscillatoriophycideae, Chroococcales, Aphanothecaceae, Gloeothece, Gloeothece verrucosa PCC 7822
GCF_000196175.1	0	84	13	168	6	3	64	Bacteria, Proteobacteria, Oligoflexia, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, Bdellovibrio bacteriovorus HD100
GCF_000758685.1	0	87	10	326	10	10	150	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus stellifer
GCF_000210915.2	0	72	9	136	1	6	46	Bacteria, Proteobacteria, Oligoflexia, Bacteriovoracales, Halobacteriovoraceae, Halobacteriovorax, Halobacteriovorax marinus SJ
GCF_001642655.1	0	46	6	195	2	8	85	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium tyrobutyricum
GCF_000828715.1	0	91	16	144	0	3	49	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Winogradskyella, Winogradskyella sp. PG-2
GCF_000284415.1	0	68	13	219	6	5	79	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Pararhodospirillum, Pararhodospirillum photometricum DSM 122
GCF_000091665.1	0	19	2	49	2	4	21	Archaea, Euryarchaeota, Methanomada group, Methanococci, Methanococcales, Methanocaldococcaceae, Methanocaldococcus, Methanocaldococcus jannaschii DSM 2661
GCF_000021645.1	0	0	5	0	83	0	0	Bacteria, Dictyoglomi, Dictyoglomia, Dictyoglomales, Dictyoglomaceae, Dictyoglomus, Dictyoglomus turgidum DSM 6724
GCF_000008265.1	0	30	4	114	2	0	23	Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales, Picrophilaceae, Picrophilus, Picrophilus torridus DSM 9790
GCF_000007945.1	0	25	14	71	7	7	96	Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, [Haemophilus] ducreyi 35000HP
GCF_000317045.1	0	52	18	163	11	7	94	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Oscillatoriophycideae, Oscillatoriales, Coleofasciculaceae, Geitlerinema, Geitlerinema sp. PCC 7407
GCF_000025865.1	0	34	3	92	4	1	39	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanohalophilus, Methanohalophilus mahii DSM 5219
GCF_001477655.1	0	29	4	73	1	4	22	Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobrevibacter millerae
GCF_001886695.1	0	44	17	122	4	6	43	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Erythrobacteraceae, Erythrobacter gangjinensis
GCF_001305615.1	0	107	17	392	6	6	101	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Confluentimicrobium, Confluentimicrobium sp. EMB200-NS6
GCF_000069925.1	0	1	1	35	1	1	8	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Candidatus Phytoplasma, Candidatus Phytoplasma australiense
GCF_000021325.1	0	57	6	286	5	5	103	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Gluconacetobacter, Gluconacetobacter diazotrophicus PA1 5
GCF_000969645.2	0	149	17	225	18	11	171	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Janthinobacterium, Janthinobacterium sp. B9-8
GCF_000941075.1	0	4	2	51	1	0	10	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma dispar
GCF_000785495.1	0	151	30	288	9	18	94	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Pimelobacter simplex
GCF_000237065.1	0	170	34	479	11	23	335	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas fluorescens group, Pseudomonas fluorescens F113
GCF_000287355.1	0	2	4	22	1	3	18	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacteriaceae incertae sedis, ant, tsetse, mealybug, aphid, etc. endosymbionts, secondary endosymbiont of Heteropsylla cubana
GCF_000015865.1	0	41	4	138	0	6	45	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Hungateiclostridiaceae, Hungateiclostridium, Hungateiclostridium thermocellum ATCC 27405
GCF_000265405.1	0	91	10	172	3	5	60	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Belliella, Belliella baltica DSM 15883
GCF_000445425.4	0	10	5	39	3	2	25	Bacteria, Spirochaetes, Spirochaetia, Spirochaetales, Borreliaceae, Borrelia, Borrelia miyamotoi LB-2001
GCF_000224985.1	0	20	2	115	5	4	74	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus ruminis ATCC 27782
GCF_000734015.1	0	31	10	66	3	1	30	Bacteria, Thermodesulfobacteria, Thermodesulfobacteria, Thermodesulfobacteriales, Thermodesulfobacteriaceae, Thermodesulfobacterium, Thermodesulfobacterium commune DSM 2178
GCF_001189295.1	0	207	29	249	4	10	74	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Myxococcales, Sorangiineae, Polyangiaceae, Chondromyces crocatus
GCF_000145235.1	0	118	15	393	9	13	110	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Micromonospora, Micromonospora aurantiaca ATCC 27029
GCF_000250635.1	0	77	6	124	5	3	28	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Saprospiria, Saprospirales, Saprospiraceae, Saprospira, Saprospira grandis str. Lewin
GCF_000525635.1	0	173	27	454	7	23	164	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Kutzneria, Kutzneria albida DSM 43870
GCF_000016665.1	0	49	24	261	7	2	69	Bacteria, Terrabacteria group, Chloroflexi, Chloroflexia, Chloroflexales, Roseiflexineae, Roseiflexaceae, Roseiflexus, Roseiflexus sp. RS-1
GCF_000300255.2	0	30	3	53	1	2	18	Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Methanomassiliicoccales, Candidatus Methanomethylophilaceae, Candidatus Methanomethylophilus, Candidatus Methanomethylophilus alvus Mx1201
GCF_000021945.1	0	45	18	207	6	2	73	Bacteria, Terrabacteria group, Chloroflexi, Chloroflexia, Chloroflexales, Chloroflexineae, Chloroflexaceae, Chloroflexus, Chloroflexus aggregans DSM 9485
GCF_000190735.1	0	133	11	197	3	7	85	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pseudopedobacter, Pseudopedobacter saltans DSM 12145
GCF_000523235.1	0	162	46	344	2	19	95	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia nova SH22a
GCF_000260965.1	0	51	5	170	5	10	60	Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Methylophaga frappieri
GCF_000348805.1	0	9	3	25	1	0	10	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Blattabacteriaceae, Blattabacterium, Blattabacterium cuenoti BPAA
GCF_000317935.1	0	0	34	0	155	0	0	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella, Bordetella parapertussis Bpp5
GCF_000815065.1	0	5	2	50	1	0	9	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Mycoplasma flocculare ATCC 27399
GCF_000734895.2	0	63	14	243	9	8	84	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Nostocales, Calotrichaceae, Calothrix, Calothrix sp. 336/3
GCF_000148645.1	0	93	30	313	12	18	148	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Ferrimonadaceae, Ferrimonas, Ferrimonas balearica DSM 9799
GCF_000014745.1	0	49	19	199	5	4	54	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Hyphomonadaceae, Maricaulis, Maricaulis maris MCS10
GCF_000010985.1	0	47	13	166	6	4	54	Bacteria, Deferribacteres, Deferribacteres, Deferribacterales, Deferribacteraceae, Deferribacter, Deferribacter desulfuricans SSM1
GCF_000190575.1	0	76	9	166	0	9	58	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, Bacteroides salanitronis DSM 18170
GCF_000219725.1	0	66	8	196	6	1	70	Bacteria, Spirochaetes, Spirochaetia, Spirochaetales, Spirochaetaceae, Treponema, Treponema caldarium DSM 7334
GCF_000025325.1	0	129	18	284	2	13	55	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Haloterrigena, Haloterrigena turkmenica DSM 5511
GCF_001605965.1	0	111	33	391	16	20	311	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas koreensis
GCF_000069185.1	0	53	19	218	29	4	88	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides abscessus
GCF_000196235.1	0	65	12	336	6	11	146	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Arthrobacter, Arthrobacter sp. FB24
GCF_000026745.1	0	0	10	0	99	0	0	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus suis BM407
GCF_000299235.1	0	42	4	139	0	4	23	Bacteria, Nitrospirae, Nitrospira, Nitrospirales, Nitrospiraceae, Leptospirillum, Leptospirillum sp. Group III, Leptospirillum ferriphilum ML-04
GCF_000214155.1	0	93	20	160	2	4	62	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycolicibacter sinensis
GCF_000013125.1	0	16	41	55	3	2	18	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Anaplasma, phagocytophilum group, Anaplasma phagocytophilum str. HZ
GCF_000017185.1	0	15	2	56	0	2	17	Archaea, Euryarchaeota, Methanomada group, Methanococci, Methanococcales, Methanococcaceae, Methanococcus, Methanococcus aeolicus Nankai-3
GCF_000223375.1	0	0	15	0	118	0	0	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Ketogulonicigenium, Ketogulonicigenium vulgare WSH-001
GCF_000973105.1	0	165	17	262	1	6	89	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Zobellia galactanivorans
GCF_000255115.2	0	71	11	232	10	4	118	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfosporosinus, Desulfosporosinus acidiphilus SJ4
GCF_000012325.1	0	105	27	314	6	22	124	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Colwelliaceae, Colwellia, Colwellia psychrerythraea 34H
GCF_001042405.1	0	15	2	106	5	2	65	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus acetotolerans
GCF_000183745.1	0	34	6	193	7	2	64	Bacteria, Terrabacteria group, Deinococcus-Thermus, Deinococci, Thermales, Thermaceae, Oceanithermus, Oceanithermus profundus DSM 14977
GCF_000021565.1	0	42	12	101	1	4	35	Bacteria, Aquificae, Aquificae, Aquificales, Hydrogenothermaceae, Persephonella, Persephonella marina EX-H1
GCF_001677275.1	0	77	26	313	14	22	205	Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio breoganii
GCF_000008025.1	0	11	2	52	2	3	28	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Wolbachieae, Wolbachia endosymbiont of Drosophila melanogaster
GCF_000006985.1	0	0	18	0	40	0	0	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Chlorobaculum, Chlorobaculum tepidum TLS
GCF_000027165.1	0	0	14	0	80	0	0	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus mitis B6
GCF_000008625.1	0	0	13	0	31	0	0	Bacteria, Aquificae, Aquificae, Aquificales, Aquificaceae, Aquifex, Aquifex aeolicus VF5
GCF_000022305.1	0	87	23	305	4	17	146	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Acidovorax, Acidovorax ebreus TPSY
GCF_000144405.1	0	57	6	128	0	6	40	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella melaninogenica ATCC 25845
GCF_000017845.1	0	63	16	231	6	5	114	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Oscillatoriophycideae, Chroococcales, Aphanothecaceae, Crocosphaera, Crocosphaera subtropica ATCC 51142
GCF_001865855.1	0	116	18	316	7	21	124	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia seriolae
GCF_000724775.3	0	75	18	329	9	13	192	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Lysinibacillus fusiformis
GCF_000747315.1	0	43	5	120	5	9	64	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium ureicelerivorans
GCF_000565195.1	0	15	1	43	3	1	9	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Entomoplasmatales, Spiroplasmataceae, Spiroplasma, Spiroplasma mirum ATCC 29335
GCF_000018305.1	0	30	2	118	1	4	19	Archaea, TACK group, Crenarchaeota, Thermoprotei, Thermoproteales, Thermoproteaceae, Caldivirga, Caldivirga maquilingensis IC-167
GCF_000019745.1	0	29	10	88	4	2	15	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter, Polynucleobacter necessarius STIR1
GCF_000011105.1	0	40	2	94	2	5	32	Archaea, Euryarchaeota, Thermococci, Thermococcales, Thermococcaceae, Pyrococcus, Pyrococcus horikoshii OT3
GCF_001420855.1	0	90	22	316	13	21	231	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus thuringiensis
GCF_000011365.1	0	0	59	0	261	0	0	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, Bradyrhizobium diazoefficiens USDA 110
GCF_000967915.1	0	31	5	137	0	3	51	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Acholeplasma brassicae
GCF_000204255.1	0	37	5	59	2	4	32	Bacteria, PVC group, Chlamydiae, Chlamydiia, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia, Chlamydia psittaci 6BC
